item_x,item_y,optimal_lag,max_ccf,abs_ccf,is_significant
AHMDUILJ,XIPPENFQ,1,0.36293037266643713,0.36293037266643713,False
ANWUJOKX,FITUEHWN,5,0.36286236551899725,0.36286236551899725,False
BJALXPFS,JPBRUTWP,0,0.36253426125702076,0.36253426125702076,False
BJALXPFS,FRHNWLNI,1,0.3625026254763599,0.3625026254763599,False
ANWUJOKX,RCBZUSIM,4,0.36239771948408284,0.36239771948408284,False
PYZMVUWD,STZDBITS,2,0.3623909670639375,0.3623909670639375,False
OJIFIHMZ,VMAQSTJE,4,0.3623669947462679,0.3623669947462679,False
LPHPPJUG,ZGJXVMNI,5,0.36235116199518963,0.36235116199518963,False
DUCMGGNW,NZKBIBNU,4,0.362305862007965,0.362305862007965,False
AXULOHBQ,ZGJXVMNI,1,-0.3622485256918772,0.3622485256918772,False
DJBLNPNC,SDWAYPIK,2,0.3618306966246797,0.3618306966246797,False
BSRMSVTC,SAHWCZNH,0,0.3615613310299385,0.3615613310299385,False
CCLHWFWF,FDXPMYGF,2,0.36143799294349144,0.36143799294349144,False
KJNSOAHR,LSOIUSXD,1,-0.3611276825255694,0.3611276825255694,False
RJCAXSGH,RUVXNNVA,3,0.3611111643377955,0.3611111643377955,False
QSDCUCLB,SDWAYPIK,1,0.36110646218522024,0.36110646218522024,False
SAAYMURU,XMKRPGLB,5,0.36110389329771053,0.36110389329771053,False
RJGPVEXX,UIFPPCLR,2,-0.36099071764290797,0.36099071764290797,False
BSRMSVTC,JPBRUTWP,3,0.3609567173444947,0.3609567173444947,False
BEZYMBBT,ZCELVYQU,3,-0.3608832702515431,0.3608832702515431,False
KFQSHBNH,RUVXNNVA,6,0.3608756914807962,0.3608756914807962,False
FQCLOEXA,RUVXNNVA,0,0.36067192246118374,0.36067192246118374,False
LPHPPJUG,UXSPKBJR,6,-0.3605392794222652,0.3605392794222652,False
OGAFEHLU,QSDCUCLB,1,0.360454029465417,0.360454029465417,False
JSLXRQOK,KAGJCHMR,5,0.3603345585515569,0.3603345585515569,False
PYZMVUWD,TGOELCAG,1,0.36027456225769,0.36027456225769,False
LRVGFDFM,XIIEJNEE,1,0.36026812147637144,0.36026812147637144,False
UGEQLMXM,UXSPKBJR,1,0.3601190345858922,0.3601190345858922,False
GIKPEWTY,WHPUAOID,2,0.3600732403560211,0.3600732403560211,False
FITUEHWN,SAHWCZNH,3,-0.36006046699215905,0.36006046699215905,False
LPHPPJUG,MIRCVAMV,2,0.36005373102076815,0.36005373102076815,False
JPBRUTWP,RCBZUSIM,1,0.3599369086504873,0.3599369086504873,False
DDEXPPXU,HCDTGMST,5,-0.3598723204625814,0.3598723204625814,False
DEWLVASR,UGEQLMXM,2,-0.3598653603128291,0.3598653603128291,False
BUZIIBYG,LRVGFDFM,4,0.35983736864945,0.35983736864945,False
FWUCPMMW,UXSPKBJR,6,0.3597772736671885,0.3597772736671885,False
VWMBASNE,XIPPENFQ,0,0.35976346973372214,0.35976346973372214,False
AHMDUILJ,QKXNTIIB,1,-0.3597435546113443,0.3597435546113443,False
EVBVXETX,UXSPKBJR,1,0.35968767539065555,0.35968767539065555,False
JBVHSUWY,SAHWCZNH,3,0.35965894404771265,0.35965894404771265,False
SAAYMURU,WPQXWHYO,0,0.35960355668339733,0.35960355668339733,False
KJNSOAHR,NZKBIBNU,6,0.3595385523559782,0.3595385523559782,False
JBVHSUWY,UIFPPCLR,2,0.3592778050549483,0.3592778050549483,False
QKXNTIIB,RUVXNNVA,5,0.3592715686045392,0.3592715686045392,False
JPBRUTWP,ZGJXVMNI,0,-0.35918750251953735,0.35918750251953735,False
BEZYMBBT,UIFPPCLR,4,0.3591219650024306,0.3591219650024306,False
VUAFAIYJ,VWMBASNE,6,-0.35907455094493,0.35907455094493,False
DEWLVASR,JSLXRQOK,6,0.35862424112789876,0.35862424112789876,False
ELQGMQWE,VBYCLTYZ,5,-0.35824188518002215,0.35824188518002215,False
AANGBULD,XUOIQPFL,0,-0.3581824510107321,0.3581824510107321,False
FWUCPMMW,QSDCUCLB,6,0.35814253638291216,0.35814253638291216,False
JPBRUTWP,WQMVCOEM,5,0.3578941674713544,0.3578941674713544,False
DJBLNPNC,VWMBASNE,0,0.35784878283726923,0.35784878283726923,False
BJALXPFS,QRKRBYJL,6,0.35778116179791136,0.35778116179791136,False
QVLMOEYE,WQMVCOEM,0,0.35712932212589177,0.35712932212589177,False
AANGBULD,WPQXWHYO,3,0.3569523833622226,0.3569523833622226,False
RAWUKQMJ,UIFPPCLR,3,0.3567839711938933,0.3567839711938933,False
HCDTGMST,SAHWCZNH,0,0.3565206564191797,0.3565206564191797,False
JPBRUTWP,PYZMVUWD,1,0.35651726700321823,0.35651726700321823,False
DDEXPPXU,JSLXRQOK,0,0.3563828934863354,0.3563828934863354,False
AHMDUILJ,MBSBZBXA,1,-0.3563510974751684,0.3563510974751684,False
FDXPMYGF,WBLJNPZQ,0,0.3562424088384468,0.3562424088384468,False
HCDTGMST,UQYUIVVR,4,0.35601947176834153,0.35601947176834153,False
BEZYMBBT,LLHREMKS,6,-0.35592610011153614,0.35592610011153614,False
AXULOHBQ,FWUCPMMW,2,0.3557879473674731,0.3557879473674731,False
KEUWZRKO,RAWUKQMJ,5,0.3557277860384581,0.3557277860384581,False
NZKBIBNU,STZDBITS,0,-0.3554951319359827,0.3554951319359827,False
GYHKIVQT,ROACSLMG,2,0.3553062464002608,0.3553062464002608,False
BEZYMBBT,VUAFAIYJ,0,-0.3552580201340719,0.3552580201340719,False
KEUWZRKO,WQMVCOEM,1,-0.35505910482122005,0.35505910482122005,False
ELQGMQWE,HXYSSRXE,3,-0.3548691092439735,0.3548691092439735,False
LUENUFGA,SUOYXCHP,4,0.3548565218377605,0.3548565218377605,False
ROACSLMG,UGEQLMXM,3,0.3547446386003821,0.3547446386003821,False
BUZIIBYG,QJQJSWFU,1,0.35451665207495775,0.35451665207495775,False
RJGPVEXX,UQYUIVVR,0,0.3543743059029182,0.3543743059029182,False
AANGBULD,JPBRUTWP,6,-0.3541553283811622,0.3541553283811622,False
OGAFEHLU,ZKENOUDA,0,-0.3541083626823877,0.3541083626823877,False
GIKPEWTY,SNHYOVBM,5,0.35397391002450135,0.35397391002450135,False
BSRMSVTC,TANNMIMB,2,0.3539265328082991,0.3539265328082991,False
FITUEHWN,ZKENOUDA,6,0.353765491328964,0.353765491328964,False
WBLJNPZQ,WHPUAOID,3,0.35345010461948556,0.35345010461948556,False
BEZYMBBT,JBVHSUWY,5,0.3534442280203152,0.3534442280203152,False
MBSBZBXA,ZGJXVMNI,1,0.3534287735840352,0.3534287735840352,False
ELQGMQWE,GKQIJYDH,2,0.35319801462428513,0.35319801462428513,False
EVBVXETX,RAWUKQMJ,4,-0.35306638880494945,0.35306638880494945,False
DEWLVASR,RJGPVEXX,3,0.3529914060232054,0.3529914060232054,False
FWUCPMMW,VUAFAIYJ,0,0.3529714662165227,0.3529714662165227,False
BTMOEMEP,RCBZUSIM,0,0.35259752904926944,0.35259752904926944,False
GYHKIVQT,JBVHSUWY,3,0.35255421439095325,0.35255421439095325,False
BSRMSVTC,UQYUIVVR,2,0.3524778881925682,0.3524778881925682,False
LUENUFGA,WQMVCOEM,0,-0.3524421563897079,0.3524421563897079,False
FITUEHWN,WHPUAOID,6,0.3524350762663132,0.3524350762663132,False
DJBLNPNC,RCBZUSIM,2,0.3523578521530742,0.3523578521530742,False
HXYSSRXE,LRVGFDFM,0,0.35222087581416195,0.35222087581416195,False
NAQIHUKZ,ZKENOUDA,5,0.35214838456693787,0.35214838456693787,False
UXSPKBJR,XUOIQPFL,3,0.3521370794834938,0.3521370794834938,False
DBWLZWNK,STZDBITS,2,0.35213153007747,0.35213153007747,False
BEZYMBBT,FITUEHWN,3,-0.3520555577066794,0.3520555577066794,False
BSRMSVTC,GYHKIVQT,5,0.3517949627449348,0.3517949627449348,False
XUOIQPFL,ZGJXVMNI,0,-0.3517628097211999,0.3517628097211999,False
FCYBOAXC,LTOYKIML,0,0.3516775392568616,0.3516775392568616,False
AXULOHBQ,WBLJNPZQ,6,0.3516051602988412,0.3516051602988412,False
FRHNWLNI,IGDVVKUD,1,0.35137433516999006,0.35137433516999006,False
LPHPPJUG,RAWUKQMJ,1,-0.35135650403467616,0.35135650403467616,False
JERHKLYW,MBSBZBXA,5,0.3513118256191465,0.3513118256191465,False
FITUEHWN,UXSPKBJR,5,0.3511745995360184,0.3511745995360184,False
LSOIUSXD,OGAFEHLU,3,0.3510647206660922,0.3510647206660922,False
DBWLZWNK,VUAFAIYJ,0,-0.3509107141617762,0.3509107141617762,False
BLANHGYY,SDWAYPIK,4,0.35077866804929125,0.35077866804929125,False
EVBVXETX,TANNMIMB,0,-0.3507531516049793,0.3507531516049793,False
AANGBULD,AXULOHBQ,6,-0.3507145982908917,0.3507145982908917,False
KJNSOAHR,LLHREMKS,6,0.3506658089390619,0.3506658089390619,False
RCBZUSIM,ROACSLMG,3,0.3504544030068349,0.3504544030068349,False
OKMBFVKS,ZGJXVMNI,0,-0.35044296167207817,0.35044296167207817,False
DNMPSKTB,RAWUKQMJ,4,0.35042497298557995,0.35042497298557995,False
BEZYMBBT,OGAFEHLU,4,0.35037313867885217,0.35037313867885217,False
EVBVXETX,LRVGFDFM,0,0.3503048280652575,0.3503048280652575,False
RAWUKQMJ,XIFHSOWQ,4,-0.350202666991409,0.350202666991409,False
UIFPPCLR,UQYUIVVR,5,-0.35004505142022774,0.35004505142022774,False
FWUCPMMW,WPQXWHYO,0,0.3496359511312882,0.3496359511312882,False
RJGPVEXX,XUOIQPFL,4,-0.3495778488414455,0.3495778488414455,False
FDXPMYGF,GYHKIVQT,4,0.349546423640789,0.349546423640789,False
KJNSOAHR,UGEQLMXM,2,-0.3495391502801545,0.3495391502801545,False
EVBVXETX,VMAQSTJE,4,-0.34914727193611617,0.34914727193611617,False
CCLHWFWF,DJBLNPNC,5,0.34913452133945494,0.34913452133945494,False
NAQIHUKZ,OJIFIHMZ,1,0.34897480260852287,0.34897480260852287,False
AANGBULD,NAQIHUKZ,0,0.34892712774832463,0.34892712774832463,False
JERHKLYW,UIFPPCLR,0,-0.34888130662306244,0.34888130662306244,False
VWMBASNE,ZGJXVMNI,2,-0.34886051768589893,0.34886051768589893,False
ELQGMQWE,FQCLOEXA,0,0.34865661610498944,0.34865661610498944,False
BJALXPFS,WQMVCOEM,5,0.34863782159801965,0.34863782159801965,False
BJALXPFS,HXYSSRXE,2,0.3486325393190459,0.3486325393190459,False
PYZMVUWD,XMKRPGLB,5,-0.3486150000628185,0.3486150000628185,False
KAGJCHMR,XIPPENFQ,3,0.34851767617698504,0.34851767617698504,False
BEZYMBBT,LRVGFDFM,0,0.3484912795054822,0.3484912795054822,False
BLANHGYY,LRVGFDFM,6,0.3484423767221978,0.3484423767221978,False
EVBVXETX,QVLMOEYE,0,0.3484323381575727,0.3484323381575727,False
AANGBULD,ATLDMDBO,4,-0.3482992552145309,0.3482992552145309,False
BTMOEMEP,FRHNWLNI,0,0.34826191379867977,0.34826191379867977,False
FQCLOEXA,XIIEJNEE,0,0.34825334387707835,0.34825334387707835,False
ANWUJOKX,RJGPVEXX,3,-0.34814722684647376,0.34814722684647376,False
FWUCPMMW,UGEQLMXM,5,0.347982461097615,0.347982461097615,False
AANGBULD,UIFPPCLR,2,-0.3479062719909002,0.3479062719909002,False
AXULOHBQ,EVBVXETX,1,-0.34770699302875163,0.34770699302875163,False
FRHNWLNI,LRVGFDFM,3,0.34769240350862635,0.34769240350862635,False
OJIFIHMZ,OXKURKXR,3,0.3475460772200804,0.3475460772200804,False
HXYSSRXE,LUENUFGA,2,-0.347357583301638,0.347357583301638,False
BEZYMBBT,STZDBITS,0,-0.34727173483388485,0.34727173483388485,False
GIKPEWTY,VBYCLTYZ,6,0.34723960824665107,0.34723960824665107,False
RAWUKQMJ,ZKENOUDA,1,-0.3472389798343383,0.3472389798343383,False
DEWLVASR,QJQJSWFU,0,-0.34718348693304346,0.34718348693304346,False
PYZMVUWD,WPQXWHYO,4,-0.34677451314276186,0.34677451314276186,False
FCYBOAXC,FDXPMYGF,0,-0.34671615496001934,0.34671615496001934,False
BSRMSVTC,VWMBASNE,5,0.3467000408422577,0.3467000408422577,False
BLANHGYY,RAWUKQMJ,5,0.34661119136252966,0.34661119136252966,False
VMAQSTJE,XMKRPGLB,3,0.3465932552211378,0.3465932552211378,False
WHPUAOID,ZXERAXWP,6,0.34649568951104254,0.34649568951104254,False
BEZYMBBT,ZGJXVMNI,3,-0.3464116174882228,0.3464116174882228,False
DUCMGGNW,UGEQLMXM,5,0.34613116260776217,0.34613116260776217,False
GIKPEWTY,QVLMOEYE,6,0.3459998095168697,0.3459998095168697,False
LTOYKIML,QJQJSWFU,6,-0.34592539030347175,0.34592539030347175,False
LRVGFDFM,QSDCUCLB,2,0.34582322310734825,0.34582322310734825,False
BUZIIBYG,ZCELVYQU,0,0.3456374990053403,0.3456374990053403,False
DBWLZWNK,ZKENOUDA,0,-0.345548906650118,0.345548906650118,False
GKQIJYDH,ZKENOUDA,5,0.3454808713016545,0.3454808713016545,False
VBYCLTYZ,WBLJNPZQ,0,0.3453951374785226,0.3453951374785226,False
SAHWCZNH,TGOELCAG,1,0.34531057405073834,0.34531057405073834,False
FQCLOEXA,KAGJCHMR,5,0.34525472510390776,0.34525472510390776,False
BEZYMBBT,SAAYMURU,1,-0.3452242413468796,0.3452242413468796,False
RJCAXSGH,WBLJNPZQ,0,-0.3451560443791499,0.3451560443791499,False
FQCLOEXA,RCBZUSIM,4,-0.344876038175624,0.344876038175624,False
PLMZALFA,UQYUIVVR,5,0.3448285701411811,0.3448285701411811,False
BLANHGYY,DBWLZWNK,5,0.3448049677721306,0.3448049677721306,False
KJNSOAHR,XIPPENFQ,1,-0.34463079288748055,0.34463079288748055,False
HCDTGMST,UXSPKBJR,0,-0.3445571958955013,0.3445571958955013,False
ELQGMQWE,SNHYOVBM,6,0.3442273493912778,0.3442273493912778,False
APQGTRMF,HXYSSRXE,0,0.34408908629458684,0.34408908629458684,False
OGAFEHLU,OXKURKXR,0,0.3440451720810713,0.3440451720810713,False
HCDTGMST,SDWAYPIK,2,-0.3438344725067352,0.3438344725067352,False
BTMOEMEP,JPBRUTWP,3,0.343820867780185,0.343820867780185,False
JBVHSUWY,KEUWZRKO,3,0.34381663617471214,0.34381663617471214,False
HCDTGMST,YSYHGLQK,2,0.3437818957931886,0.3437818957931886,False
AHMDUILJ,HCDTGMST,6,0.34370032198413314,0.34370032198413314,False
KAGJCHMR,XMKRPGLB,4,-0.34353648303808243,0.34353648303808243,False
RUVXNNVA,WHPUAOID,4,0.3434879590298822,0.3434879590298822,False
RJGPVEXX,VUAFAIYJ,0,0.3434875421550588,0.3434875421550588,False
UIFPPCLR,UXSPKBJR,3,0.3432650494555822,0.3432650494555822,False
ELQGMQWE,UGEQLMXM,2,-0.3432130578333621,0.3432130578333621,False
RJCAXSGH,XUOIQPFL,0,-0.34286692767164156,0.34286692767164156,False
GMBFCMIU,RAWUKQMJ,0,0.3427411533237999,0.3427411533237999,False
GKQIJYDH,KJNSOAHR,4,0.342682895385606,0.342682895385606,False
FDXPMYGF,FRHNWLNI,2,0.3426620859482751,0.3426620859482751,False
GMBFCMIU,GYHKIVQT,0,0.34261555137036254,0.34261555137036254,False
LPHPPJUG,VMAQSTJE,1,-0.3425308470223469,0.3425308470223469,False
GIKPEWTY,QKXNTIIB,5,0.342507366237061,0.342507366237061,False
BEZYMBBT,DBWLZWNK,1,0.3424036742172838,0.3424036742172838,False
LPHPPJUG,QJQJSWFU,3,-0.3423766184911646,0.3423766184911646,False
NAQIHUKZ,ZGJXVMNI,6,0.3422797775252439,0.3422797775252439,False
JERHKLYW,WBLJNPZQ,5,0.34222370066401175,0.34222370066401175,False
FITUEHWN,SDWAYPIK,6,-0.3421207787254513,0.3421207787254513,False
KJNSOAHR,PYZMVUWD,5,-0.34209909398185434,0.34209909398185434,False
FRHNWLNI,RCBZUSIM,3,0.34205356041399393,0.34205356041399393,False
BEZYMBBT,IGDVVKUD,2,0.3418805520948043,0.3418805520948043,False
LSOIUSXD,XIPPENFQ,3,-0.3418737708626082,0.3418737708626082,False
UGEQLMXM,VBYCLTYZ,0,0.3415907558636469,0.3415907558636469,False
BEZYMBBT,XMKRPGLB,5,0.3413796408850703,0.3413796408850703,False
OKMBFVKS,WPQXWHYO,2,-0.3411668365169335,0.3411668365169335,False
BJALXPFS,BLANHGYY,1,0.3411037199291973,0.3411037199291973,False
SUOYXCHP,UQYUIVVR,2,0.34090566357320984,0.34090566357320984,False
KFQSHBNH,XUOIQPFL,0,-0.34088365127433656,0.34088365127433656,False
AXULOHBQ,OKMBFVKS,4,0.340698569125748,0.340698569125748,False
BEZYMBBT,BTMOEMEP,3,0.34064436453631525,0.34064436453631525,False
GKQIJYDH,TGOELCAG,0,0.34042216277858667,0.34042216277858667,False
DBWLZWNK,IGDVVKUD,1,0.34033867562939873,0.34033867562939873,False
FDXPMYGF,OXKURKXR,6,0.3402964487965872,0.3402964487965872,False
FQCLOEXA,WPQXWHYO,0,0.3402958127744133,0.3402958127744133,False
RAWUKQMJ,ZGJXVMNI,1,-0.340268214389216,0.340268214389216,False
AANGBULD,VBYCLTYZ,2,-0.34012945695732355,0.34012945695732355,False
ANWUJOKX,JPBRUTWP,3,0.34012272742463323,0.34012272742463323,False
SAHWCZNH,VMAQSTJE,1,0.3401117519361073,0.3401117519361073,False
DJBLNPNC,FITUEHWN,3,0.34007396047449223,0.34007396047449223,False
SUOYXCHP,YSYHGLQK,0,0.33995973920385414,0.33995973920385414,False
LPHPPJUG,OGAFEHLU,4,-0.339959393525675,0.339959393525675,False
FCYBOAXC,JPBRUTWP,0,0.33989018251710384,0.33989018251710384,False
HCDTGMST,KEUWZRKO,4,0.3398502728566652,0.3398502728566652,False
KFQSHBNH,NAQIHUKZ,6,0.339822156293077,0.339822156293077,False
QKXNTIIB,WBLJNPZQ,6,0.3397616320223936,0.3397616320223936,False
WQMVCOEM,XUOIQPFL,5,0.33971491776246016,0.33971491776246016,False
GYHKIVQT,XIIEJNEE,2,0.33962771406259185,0.33962771406259185,False
EVBVXETX,VWMBASNE,1,-0.339583653409119,0.339583653409119,False
BLANHGYY,GYHKIVQT,0,0.3395646968429099,0.3395646968429099,False
QSDCUCLB,STZDBITS,0,0.3395085077956711,0.3395085077956711,False
APQGTRMF,DDEXPPXU,6,-0.33947181912916086,0.33947181912916086,False
KAGJCHMR,SAAYMURU,2,0.3394477731849112,0.3394477731849112,False
RCBZUSIM,SAHWCZNH,3,-0.33944062269369163,0.33944062269369163,False
BLANHGYY,JPBRUTWP,5,0.3394131707768435,0.3394131707768435,False
DJBLNPNC,UXSPKBJR,3,0.33933089780115056,0.33933089780115056,False
PLMZALFA,TGOELCAG,1,0.3392159852169916,0.3392159852169916,False
JPBRUTWP,ZKENOUDA,1,-0.33885302061701295,0.33885302061701295,False
KJNSOAHR,XUOIQPFL,4,-0.33876517646769166,0.33876517646769166,False
BSRMSVTC,CCLHWFWF,0,0.33875453622793866,0.33875453622793866,False
AHMDUILJ,VWMBASNE,1,0.33868780728498493,0.33868780728498493,False
JERHKLYW,MIRCVAMV,4,0.33863650437203124,0.33863650437203124,False
FDXPMYGF,JSLXRQOK,6,0.33857936393333693,0.33857936393333693,False
LTOYKIML,QKXNTIIB,1,0.33856703789895914,0.33856703789895914,False
FQCLOEXA,SDWAYPIK,3,-0.33819999366552944,0.33819999366552944,False
DBWLZWNK,GKQIJYDH,3,-0.3380186817944391,0.3380186817944391,False
AXULOHBQ,BTMOEMEP,6,0.33779094392645326,0.33779094392645326,False
QJQJSWFU,ZGJXVMNI,3,-0.3376346566105273,0.3376346566105273,False
LSOIUSXD,ZCELVYQU,4,0.3375522331782116,0.3375522331782116,False
NAQIHUKZ,UQYUIVVR,6,0.33749005759143247,0.33749005759143247,False
LPHPPJUG,XIPPENFQ,3,0.33740686780698476,0.33740686780698476,False
KFQSHBNH,WBLJNPZQ,0,-0.33732101329133407,0.33732101329133407,False
FCYBOAXC,LRVGFDFM,3,0.33730661130370904,0.33730661130370904,False
UGEQLMXM,ZKENOUDA,1,-0.3371013069176902,0.3371013069176902,False
AHMDUILJ,FDXPMYGF,5,-0.3370699865239493,0.3370699865239493,False
KAGJCHMR,WPQXWHYO,0,0.33704464459428884,0.33704464459428884,False
UIFPPCLR,VUAFAIYJ,6,-0.3369666843894593,0.3369666843894593,False
NZKBIBNU,VWMBASNE,6,-0.33692190819748463,0.33692190819748463,False
MIRCVAMV,RAWUKQMJ,2,-0.33682918334630974,0.33682918334630974,False
JBVHSUWY,PYZMVUWD,1,0.3366056126247148,0.3366056126247148,False
XIFHSOWQ,ZGJXVMNI,6,-0.3365246453939971,0.3365246453939971,False
PYZMVUWD,XUOIQPFL,3,0.33633867650886373,0.33633867650886373,False
AANGBULD,RUVXNNVA,6,0.33616338155102565,0.33616338155102565,False
EVBVXETX,RCBZUSIM,0,0.3361143535743484,0.3361143535743484,False
DUCMGGNW,XIIEJNEE,4,0.33586989633056746,0.33586989633056746,False
BJALXPFS,EVBVXETX,6,0.3358313855243531,0.3358313855243531,False
HXYSSRXE,KEUWZRKO,6,-0.33568316514706814,0.33568316514706814,False
WQMVCOEM,XIFHSOWQ,0,-0.33566817715122377,0.33566817715122377,False
KJNSOAHR,ZXERAXWP,1,0.3353424525880988,0.3353424525880988,False
FDXPMYGF,LPHPPJUG,1,-0.3350938339275307,0.3350938339275307,False
LSOIUSXD,RCBZUSIM,1,0.33508264002160437,0.33508264002160437,False
APQGTRMF,ELQGMQWE,1,-0.334753532395668,0.334753532395668,False
SNHYOVBM,STZDBITS,5,-0.33475236306624884,0.33475236306624884,False
AHMDUILJ,JERHKLYW,2,-0.3346832216977106,0.3346832216977106,False
DUCMGGNW,GMBFCMIU,2,0.3346314104615865,0.3346314104615865,False
FQCLOEXA,STZDBITS,4,0.33445290087470575,0.33445290087470575,False
DEWLVASR,ZXERAXWP,1,0.3344369927918507,0.3344369927918507,False
DNMPSKTB,QSDCUCLB,2,0.3342727331723763,0.3342727331723763,False
RCBZUSIM,WQMVCOEM,0,0.33425528910497443,0.33425528910497443,False
DJBLNPNC,HXYSSRXE,0,0.33422823293851744,0.33422823293851744,False
LPHPPJUG,XIIEJNEE,0,0.33410201311538396,0.33410201311538396,False
JSLXRQOK,PLMZALFA,6,0.3337060116800442,0.3337060116800442,False
UQYUIVVR,ZCELVYQU,2,-0.3336888326092752,0.3336888326092752,False
BEZYMBBT,FTSVTTSR,3,-0.3336520662366016,0.3336520662366016,False
QJQJSWFU,SAAYMURU,3,-0.33363178633357693,0.33363178633357693,False
ELQGMQWE,LPHPPJUG,6,0.3335993501066585,0.3335993501066585,False
BEZYMBBT,OJIFIHMZ,5,-0.3335257161614705,0.3335257161614705,False
DDEXPPXU,FRHNWLNI,6,-0.33348133418891696,0.33348133418891696,False
JSLXRQOK,WHPUAOID,0,0.33340807712991455,0.33340807712991455,False
LTOYKIML,ZKENOUDA,0,0.33336169210372996,0.33336169210372996,False
LSOIUSXD,QVLMOEYE,1,0.3333576419609401,0.3333576419609401,False
JBVHSUWY,MBSBZBXA,4,-0.33333439389688846,0.33333439389688846,False
BJALXPFS,XUOIQPFL,0,0.3333241804426268,0.3333241804426268,False
RAWUKQMJ,XIIEJNEE,2,0.3332107578425978,0.3332107578425978,False
QJQJSWFU,RJCAXSGH,0,-0.3331468388808178,0.3331468388808178,False
GMBFCMIU,KJNSOAHR,4,0.33306589208711346,0.33306589208711346,False
OXKURKXR,VUAFAIYJ,1,-0.33292598641952514,0.33292598641952514,False
FDXPMYGF,QJQJSWFU,2,-0.3328494363495652,0.3328494363495652,False
FQCLOEXA,GIKPEWTY,1,0.3328204700540743,0.3328204700540743,False
ELQGMQWE,RCBZUSIM,4,-0.33279538802267633,0.33279538802267633,False
BLANHGYY,ROACSLMG,5,0.3326445199587086,0.3326445199587086,False
GKQIJYDH,GMBFCMIU,0,0.3326020818911862,0.3326020818911862,False
DNMPSKTB,XIIEJNEE,1,0.3325941214108558,0.3325941214108558,False
DJBLNPNC,FQCLOEXA,5,0.332472445987547,0.332472445987547,False
OGAFEHLU,VMAQSTJE,1,0.33231092050494326,0.33231092050494326,False
BSRMSVTC,LPHPPJUG,6,-0.3322135485029513,0.3322135485029513,False
LPHPPJUG,OXKURKXR,5,-0.3321124926392016,0.3321124926392016,False
AHMDUILJ,XUOIQPFL,0,0.33207877199381886,0.33207877199381886,False
SUOYXCHP,UGEQLMXM,6,0.3320591953728607,0.3320591953728607,False
OGAFEHLU,QJQJSWFU,0,0.3319733581754455,0.3319733581754455,False
BUZIIBYG,JSLXRQOK,6,-0.3318831459440091,0.3318831459440091,False
SNHYOVBM,WBLJNPZQ,6,-0.3316782686228398,0.3316782686228398,False
VUAFAIYJ,ZCELVYQU,0,-0.33134417043300374,0.33134417043300374,False
APQGTRMF,DJBLNPNC,4,0.3311069211715936,0.3311069211715936,False
QSDCUCLB,WBLJNPZQ,6,0.33100817529825527,0.33100817529825527,False
FQCLOEXA,NAQIHUKZ,2,0.3309632567223058,0.3309632567223058,False
ELQGMQWE,QKXNTIIB,1,0.3309378108483164,0.3309378108483164,False
DUCMGGNW,TGOELCAG,5,-0.3308473951774554,0.3308473951774554,False
JERHKLYW,QRKRBYJL,1,-0.330815417791067,0.330815417791067,False
JERHKLYW,VBYCLTYZ,1,-0.3308142592556353,0.3308142592556353,False
JPBRUTWP,LTOYKIML,6,-0.33061311757567746,0.33061311757567746,False
FCYBOAXC,ZCELVYQU,0,0.3305547725285824,0.3305547725285824,False
SNHYOVBM,VMAQSTJE,5,0.3305221713265878,0.3305221713265878,False
DEWLVASR,SAAYMURU,1,0.33042527555087214,0.33042527555087214,False
DEWLVASR,QVLMOEYE,5,-0.3303663358096043,0.3303663358096043,False
AHMDUILJ,ZXERAXWP,1,-0.33031258351991,0.33031258351991,False
ROACSLMG,XMKRPGLB,3,0.3302851810391137,0.3302851810391137,False
QSDCUCLB,UXSPKBJR,1,0.3302321769591325,0.3302321769591325,False
FRHNWLNI,SNHYOVBM,3,0.33011448915118863,0.33011448915118863,False
GIKPEWTY,VUAFAIYJ,1,0.3300055092191089,0.3300055092191089,False
GMBFCMIU,LPHPPJUG,2,0.3297084568137809,0.3297084568137809,False
GIKPEWTY,JBVHSUWY,3,0.32958783182181856,0.32958783182181856,False
BJALXPFS,LPHPPJUG,1,-0.3295606596015535,0.3295606596015535,False
VMAQSTJE,XUOIQPFL,0,0.3295129907301761,0.3295129907301761,False
DJBLNPNC,QRKRBYJL,3,0.32933399975182626,0.32933399975182626,False
UQYUIVVR,XUOIQPFL,1,-0.32928502926083475,0.32928502926083475,False
VWMBASNE,WPQXWHYO,4,-0.32926206174795253,0.32926206174795253,False
HCDTGMST,SNHYOVBM,1,0.32925544777115096,0.32925544777115096,False
ANWUJOKX,FRHNWLNI,3,0.32907958930050957,0.32907958930050957,False
SAHWCZNH,VBYCLTYZ,0,-0.329026600897201,0.329026600897201,False
AANGBULD,MBSBZBXA,2,0.3289664741166492,0.3289664741166492,False
UGEQLMXM,UQYUIVVR,0,-0.3289083110158095,0.3289083110158095,False
DBWLZWNK,SNHYOVBM,4,0.3288737647413753,0.3288737647413753,False
LSOIUSXD,VWMBASNE,0,0.3286898311315283,0.3286898311315283,False
BTMOEMEP,DBWLZWNK,3,0.32861931131876787,0.32861931131876787,False
RAWUKQMJ,SNHYOVBM,3,-0.328561528771193,0.328561528771193,False
JBVHSUWY,TGOELCAG,1,-0.3284693544832006,0.3284693544832006,False
BJALXPFS,OGAFEHLU,0,0.3283657544564651,0.3283657544564651,False
